"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",,
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,Animal Health.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,Animal Nutrition.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,Dairy Science.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,Livestock Management.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,Poultry Science.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Animal Sciences.,"Animal Sciences, Other."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Food Science and Technology.,
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Food Science and Technology.,Food Science.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Food Science and Technology.,Food Technology and Processing.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Food Science and Technology.,"Food Science and Technology, Other."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,"Plant Sciences, General."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,Agronomy and Crop Science.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,Horticultural Science.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,Agricultural and Horticultural Plant Breeding.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,Plant Protection and Integrated Pest Management.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,Range Science and Management.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Plant Sciences.,"Plant Sciences, Other."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Soil Sciences.,
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Soil Sciences.,"Soil Science and Agronomy, General."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Soil Sciences.,Soil Chemistry and Physics.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Soil Sciences.,Soil Microbiology.
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",Soil Sciences.,"Soil Sciences, Other."
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","Agriculture, Agriculture Operations, and Related Sciences, Other.",
"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","Agriculture, Agriculture Operations, and Related Sciences, Other.","Agriculture, Agriculture Operations, and Related Sciences, Other."
NATURAL RESOURCES AND CONSERVATION.,,
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Conservation and Research.,
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Conservation and Research.,"Natural Resources/Conservation, General."
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Conservation and Research.,Environmental Studies.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Conservation and Research.,Environmental Science.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Conservation and Research.,"Natural Resources Conservation and Research, Other."
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,Natural Resources Management and Policy.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,Natural Resource Economics.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,"Water, Wetlands, and Marine Resources Management."
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,Land Use Planning and Management/Development.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,Natural Resource Recreation and Tourism.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,Natural Resources Law Enforcement and Protective Services.
NATURAL RESOURCES AND CONSERVATION.,Natural Resources Management and Policy.,"Natural Resources Management and Policy, Other."
NATURAL RESOURCES AND CONSERVATION.,Fishing and Fisheries Sciences and Management.,
NATURAL RESOURCES AND CONSERVATION.,Fishing and Fisheries Sciences and Management.,Fishing and Fisheries Sciences and Management.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,
NATURAL RESOURCES AND CONSERVATION.,Forestry.,"Forestry, General."
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Forest Sciences and Biology.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Forest Management/Forest Resources Management.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Urban Forestry.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Wood Science and Wood Products/Pulp and Paper Technology.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Forest Resources Production and Management.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,Forest Technology/Technician.
NATURAL RESOURCES AND CONSERVATION.,Forestry.,"Forestry, Other."
NATURAL RESOURCES AND CONSERVATION.,Wildlife and Wildlands Science and Management.,
NATURAL RESOURCES AND CONSERVATION.,Wildlife and Wildlands Science and Management.,"Wildlife, Fish and Wildlands Science and Management."
NATURAL RESOURCES AND CONSERVATION.,"Natural Resources and Conservation, Other.",
NATURAL RESOURCES AND CONSERVATION.,"Natural Resources and Conservation, Other.","Natural Resources and Conservation, Other."
ARCHITECTURE AND RELATED SERVICES.,,
ARCHITECTURE AND RELATED SERVICES.,Architecture.,
ARCHITECTURE AND RELATED SERVICES.,Architecture.,Architecture.
ARCHITECTURE AND RELATED SERVICES.,"City/Urban, Community and Regional Planning.",
ARCHITECTURE AND RELATED SERVICES.,"City/Urban, Community and Regional Planning.","City/Urban, Community and Regional Planning."
ARCHITECTURE AND RELATED SERVICES.,Environmental Design.,
ARCHITECTURE AND RELATED SERVICES.,Environmental Design.,Environmental Design/Architecture.
ARCHITECTURE AND RELATED SERVICES.,Interior Architecture.,
ARCHITECTURE AND RELATED SERVICES.,Interior Architecture.,Interior Architecture.
ARCHITECTURE AND RELATED SERVICES.,Landscape Architecture.,
ARCHITECTURE AND RELATED SERVICES.,Landscape Architecture.,Landscape Architecture.
ARCHITECTURE AND RELATED SERVICES.,Architectural History and Criticism.,
ARCHITECTURE AND RELATED SERVICES.,Architectural History and Criticism.,"Architectural History and Criticism, General."
ARCHITECTURE AND RELATED SERVICES.,Architectural Sciences and Technology.,
ARCHITECTURE AND RELATED SERVICES.,Architectural Sciences and Technology.,Architectural Technology/Technician.
ARCHITECTURE AND RELATED SERVICES.,Architectural and Building Sciences/Technology.,
ARCHITECTURE AND RELATED SERVICES.,Architectural and Building Sciences/Technology.,"Architectural Sciences and Technology, Other."
ARCHITECTURE AND RELATED SERVICES.,Real Estate Development.,
ARCHITECTURE AND RELATED SERVICES.,Real Estate Development.,Real Estate Development.
ARCHITECTURE AND RELATED SERVICES.,"Architecture and Related Services, Other.",
ARCHITECTURE AND RELATED SERVICES.,"Architecture and Related Services, Other.","Architecture and Related Services, Other."
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",,
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,African Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,American/United States Studies/Civilization.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Asian Studies/Civilization.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,East Asian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,"Russian, Central European, East European and Eurasian Studies."
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,European Studies/Civilization.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Latin American Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Near and Middle Eastern Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Pacific Area/Pacific Rim Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Russian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Scandinavian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,South Asian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Southeast Asian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Western European Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Canadian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Balkans Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Baltic Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Slavic Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Caribbean Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Ural-Altaic and Central Asian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Commonwealth Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,"Regional Studies (U.S., Canadian, Foreign)"
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Chinese Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,French Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,German Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Italian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Japanese Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Korean Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Polish Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Spanish and Iberian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Tibetan Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Ukraine Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Irish Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,Latin American and Caribbean Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",Area Studies.,"Area Studies, Other."
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Ethnic Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",African-American/Black Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",American Indian/Native American Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.","Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies."
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Asian-American Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Women's Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Gay/Lesbian Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Folklore Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Disability Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.",Deaf Studies.
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Ethnic, Cultural Minority, Gender, and Group Studies.","Ethnic, Cultural Minority, Gender, and Group Studies, Other."
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Area, Ethnic, Cultural, and Gender Studies, Other.",
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Area, Ethnic, Cultural, and Gender Studies, Other.","Area, Ethnic, Cultural, and Gender Studies, Other."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",,
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Communication and Media Studies.,
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Communication and Media Studies.,"Communication, General."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Communication and Media Studies.,Speech Communication and Rhetoric.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Communication and Media Studies.,Mass Communication/Media Studies.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Communication and Media Studies.,"Communication and Media Studies, Other."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Journalism.,
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Journalism.,Journalism.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Journalism.,Broadcast Journalism.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Journalism.,Photojournalism.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Journalism.,"Journalism, Other."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Radio, Television, and Digital Communication.",
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Radio, Television, and Digital Communication.",Radio and Television.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Radio, Television, and Digital Communication.",Digital Communication and Media/Multimedia.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Radio, Television, and Digital Communication.","Radio, Television, and Digital Communication, Other."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.","Public Relations, Advertising, and Applied Communication."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.","Organizational Communication, General."
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Public Relations/Image Management.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Advertising.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Political Communication.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Health Communication.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Sports Communication.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",International and Intercultural Communication.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.",Technical and Scientific Communication.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Public Relations, Advertising, and Applied Communication.","Public Relations, Advertising, and Applied Communication, Other"
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Publishing.,
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",Publishing.,Publishing.
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Communication, Journalism, and Related Programs, Other.",
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Communication, Journalism, and Related Programs, Other.","Communication, Journalism, and Related Programs, Other."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,,
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Communications Technology/Technician.,
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Communications Technology/Technician.,Communications Technology/Technician.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Audiovisual Communications Technologies/Technicians.,
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Audiovisual Communications Technologies/Technicians.,Photographic and Film/Video Technology/Technician and Assistant.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Audiovisual Communications Technologies/Technicians.,Radio and Television Broadcasting Technology/Technician.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Audiovisual Communications Technologies/Technicians.,Recording Arts Technology/Technician.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Audiovisual Communications Technologies/Technicians.,"Audiovisual Communications Technologies/Technicians, Other."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,"Graphic Communications, General."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,Printing Management.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,Prepress/Desktop Publishing and Digital Imaging Design.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,"Animation, Interactive Technology, Video Graphics and Special Effects."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,"Graphic and Printing Equipment Operator, General Production."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,Platemaker/Imager.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,Printing Press Operator.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,Computer Typography and Composition Equipment Operator.
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,Graphic Communications.,"Graphic Communications, Other."
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,"Communications Technologies/Technicians and Support Services, Other.",
COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,"Communications Technologies/Technicians and Support Services, Other.","Communications Technologies/Technicians and Support Services, Other."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,,
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.",
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.","Computer and Information Sciences, General."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.",Artificial Intelligence.
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.",Information Technology.
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.",Informatics.
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,"Computer and Information Sciences, General.","Computer and Information Sciences,  Other."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Computer Programming.,
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Computer Programming.,"Computer Programming/Programmer, General."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Computer Programming.,"Computer Programming, Specific Applications."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Computer Programming.,"Computer Programming, Vendor/Product Certification."
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Computer Programming.,"Computer Programming, Other."
